-1.00222, -0.0513341, -0.110392
0.841493, 0.180051, 0.397349
-0.11039, -0.311053, -0.911173
0.938958, -0.311704, 0.134363
-0.70939, -0.561191, -0.45304
-0.275025, 0.391907, 0.810482
-0.297234, -0.467161, 0.79245
0.257547, -0.266512, 0.884359
-0.554752, 0.756102, 0.29763
0.189532, 0.919493, 0.174424
-0.170639, 0.63704, -0.782523
0.637373, -0.585286, 0.613651
0.708798, 0.508005, -0.544496
0.462107, 0.478285, -0.761729
-0.760391, 0.154443, -0.703057
-0.37819, -0.912219, 0.0527598
0.31896, -0.271014, -0.899547
0.950951, 0.494303, -0.0920539
0.723075, 0.41598, -0.530528
0.392097, 0.841347, -0.466814
0.607875, 0.774008, 0.159486
-0.510628, -0.268563, -0.80226
0.358874, -0.910611, -0.293365
0.155161, 0.162213, 0.932181
0.337061, 0.309894, 0.926352
0.726452, 0.667124, -0.229487
-0.863878, 0.0832223, -0.515707
-0.906906, 0.380808, -0.326622
0.937534, 0.36377, 0.0898557
0.610649, -0.567272, -0.574164
-0.650826, -0.312414, 0.670049
-0.877887, 0.471375, 0.124017
-0.619925, 0.568021, 0.639023
-0.157593, 0.236601, -0.977384
0.248744, 0.597296, -0.781852
-0.565296, 0.748402, 0.318515
-0.584158, -0.286069, 0.711466
0.648011, 0.791511, -0.056279
0.890702, -0.364931, 0.20569
-0.492167, 0.875087, -0.00522385
-0.386205, -0.213531, -0.925503
-0.880068, -0.0551833, 0.512465
-0.112704, 0.37381, 0.877034
0.248921, -0.865462, -0.410023
-0.960572, 0.0979996, -0.331919
-0.385303, 0.397797, 0.858623
-0.483813, -0.7306, -0.511307
0.83317, -0.313672, -0.32688
0.102904, 0.483042, 0.860003
0.505829, 0.417446, 0.724347
0.394781, 0.684315, 0.577637
0.244772, -0.204476, 0.954859
0.964375, 0.10771, 0.28282
0.688595, -0.702148, 0.266965
0.0762562, 0.455852, -0.91008
-0.563968, -0.0207789, 0.817463
0.921428, -0.252662, 0.28992
0.327432, 0.354925, 0.786021
0.439335, 0.744944, 0.508337
0.426293, 0.259032, -0.919289
-0.00535736, 0.829098, -0.570052
-0.580083, 0.18638, 0.806949
-0.10262, -0.400808, -0.90068
-0.916914, 0.272619, -0.117011
0.401827, -0.561162, -0.780302
-0.927862, -0.221623, -0.18321
-0.0179005, -0.25448, -0.954
0.641935, 0.246514, -0.755614
0.515628, -0.740033, 0.450395
0.566621, -0.809095, -0.290597
-0.303109, -0.739003, -0.648718
0.355295, 0.596728, -0.711676
0.60001, -0.398467, 0.666002
0.488629, -0.118749, -0.814627
-0.010381, -0.632219, 0.769681
-0.857858, -0.505748, -0.137383
